"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","55",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","21",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","57",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","63",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","29",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","67",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","31",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, SUBSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","65",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","27",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT ADEQUATE","TOTAL","NOT SPECIFIED","68",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT SHORT","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT SURPLUS","TOTAL","NOT SPECIFIED","30",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOIL","SOIL, TOPSOIL - MOISTURE, PREVIOUS YEAR, MEASURED IN PCT VERY SHORT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOYBEANS","SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED","TOTAL","NOT SPECIFIED","28",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOYBEANS","SOYBEANS - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","60",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOYBEANS","SOYBEANS - PROGRESS, MEASURED IN PCT EMERGED","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOYBEANS","SOYBEANS - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","45",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOYBEANS","SOYBEANS - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT EMERGED","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SOYBEANS","SOYBEANS - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","53",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","57",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","28",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","40",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - PROGRESS, MEASURED IN PCT EMERGED","TOTAL","NOT SPECIFIED","90",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","SUGARBEETS","SUGARBEETS - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT EMERGED","TOTAL","NOT SPECIFIED","79",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","13",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","51",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, 5 YEAR AVG, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","3",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","22",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","49",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","16",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","20",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","55",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HEADED","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PROGRESS, MEASURED IN PCT HEADED","TOTAL","NOT SPECIFIED","12",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PROGRESS, MEASURED IN PCT JOINTING","TOTAL","NOT SPECIFIED","69",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HEADED","TOTAL","NOT SPECIFIED","23",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MICHIGAN","26","","","","","","","00000000","","WHEAT","WHEAT, WINTER - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT JOINTING","TOTAL","NOT SPECIFIED","83",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, 5 YEAR AVG, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","34",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","52",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, 5 YEAR AVG, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, 5 YEAR AVG, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","26",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","61",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","6",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","38",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","47",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","7",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT EMERGED","TOTAL","NOT SPECIFIED","82",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","92",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT EMERGED","TOTAL","NOT SPECIFIED","91",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","100",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT EMERGED","TOTAL","NOT SPECIFIED","88",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","CORN","CORN - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","96",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","42",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","43",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","9",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","44",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","33",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","23",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","5",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","45",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","33",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - CONDITION, PREVIOUS YEAR, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","88",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - PROGRESS, 5 YEAR AVG, MEASURED IN PCT SQUARING","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - PROGRESS, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","98",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - PROGRESS, MEASURED IN PCT SQUARING","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT PLANTED","TOTAL","NOT SPECIFIED","83",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","COTTON","COTTON, UPLAND - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT SQUARING","TOTAL","NOT SPECIFIED","0",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","FIELDWORK","FIELDWORK - DAYS SUITABLE, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","5.2",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","FIELDWORK","FIELDWORK - DAYS SUITABLE, PREVIOUS YEAR, MEASURED IN DAYS / WEEK","TOTAL","NOT SPECIFIED","3.4",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA), FIRST CUTTING - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","17",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA), FIRST CUTTING - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","29",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","HAY","HAY, (EXCL ALFALFA), FIRST CUTTING - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","21",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","HAY","HAY, ALFALFA, FIRST CUTTING - PROGRESS, 5 YEAR AVG, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","35",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","HAY","HAY, ALFALFA, FIRST CUTTING - PROGRESS, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","57",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","HAY","HAY, ALFALFA, FIRST CUTTING - PROGRESS, PREVIOUS YEAR, MEASURED IN PCT HARVESTED","TOTAL","NOT SPECIFIED","45",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","8",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","33",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","54",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT POOR","TOTAL","NOT SPECIFIED","4",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, 5 YEAR AVG, MEASURED IN PCT VERY POOR","TOTAL","NOT SPECIFIED","1",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, MEASURED IN PCT EXCELLENT","TOTAL","NOT SPECIFIED","2",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, MEASURED IN PCT FAIR","TOTAL","NOT SPECIFIED","48",""
"SURVEY","2018","WEEK #21","2018-05-27","STATE","MISSOURI","29","","","","","","","00000000","","PASTURELAND","PASTURELAND - CONDITION, MEASURED IN PCT GOOD","TOTAL","NOT SPECIFIED","32",""
